time,S1,S2,S3,S4,S5,S6,S7
2056,28.948002473799455,29.365870791616416,29.858090828428857,72.08271737543396,64.10535822622373,56.72115859581645,72.75261360817598
2057,28.926315743936186,29.344738067800655,29.837098923741237,73.01437379556398,64.69502092203658,56.830832656174856,73.15598821604648
2058,28.908527978126457,29.32740470566953,29.819881063471804,73.8401681898765,65.21768157055091,56.92367951970937,73.49747340450209
2059,28.893942967414148,29.313192281519804,29.805763344632897,74.56344038008805,65.67545400711785,57.00183927158622,73.78494027826895
2060,28.881987248954747,29.30154198210559,29.79419067766299,75.19032239846955,66.07221930914204,57.067323686466274,74.02578802373925
2061,28.872188984212528,29.291994022409497,29.784706341348922,75.72874978590701,66.41300002820982,57.12197054156255,74.2267758751393
2062,28.864160298763085,29.284170436591015,29.776934888447418,76.18760948832778,66.70342087787412,57.16742225629711,74.39394455247445
2063,28.85758257508326,29.277760746483786,29.770567909681123,76.5760667409619,66.94928270616936,57.20512175464691,74.5326010434812
2064,28.85219424368594,29.27251006461675,29.76535221603659,76.9030753368891,67.1562525354562,57.23631966266805,74.64734507569209
2065,28.847780674327883,29.268209243659616,29.76108005384877,77.17705223741481,67.32965761726939,57.262088301594474,74.74212058220895
2066,28.844165823505623,29.264686737290802,29.757581019905015,77.40568642480315,67.47436445165347,57.283339178673735,74.82028003195246
2067,28.841205344774075,29.26180188651844,29.75471539250274,77.59584953383155,67.59472222420891,57.30084170990309,74.88465329075521
2068,28.838780913502088,29.2594393894151,29.752368638035602,77.75357854046914,67.6945518494357,57.315241708580906,74.9376156211463
2069,28.836795557220768,29.257504750756596,29.750446890953786,77.88410587522822,67.77716503003344,57.32707876081849,74.98115158843923
2070,28.8351698168826,29.255920541344768,29.748873238012997,77.99191796817726,67.84540131113003,57.33680202064754,75.01691315419092
2071,28.833838593521364,29.254623325222052,29.747584665964922,78.0808284279608,67.90167439664657,57.34478423291099,75.04627125154919
2072,28.832748559504118,29.253561137055193,29.746529555750453,78.15405637489044,67.94802172776856,57.35133396755028,75.07036078222863
2073,28.831856034338283,29.252691412207493,29.745665626364595,78.2143037942584,67.98615344129789,57.3567061535188,75.09011935961158
2074,28.831125242372615,29.251979288947048,29.74495824837873,78.26382823284943,68.01749838063071,57.361111056908115,75.10632032975464
2075,28.830526884204932,29.251396216350198,29.744379061119812,78.3045088832887,68.0432459217706,57.36472187254611,75.11960069283558
2076,28.830036965629596,29.250918813163462,29.74390483913682,78.33790525369648,68.0643831064448,57.367681103116674,75.13048456516665
2077,28.829635837907283,29.2505279325915,29.743516563220226,78.36530835409816,68.08172703893659,57.370105892816476,75.13940279606962
2078,28.829307411366102,29.250207895987018,29.743198659198267,78.38778476872959,68.09595278026919,57.37209246916537,75.14670930458333
2079,28.829038511123738,29.249945865031126,29.742938374300714,78.4062142191552,68.10761712260155,57.373719830276194,75.15269464102326
2080,28.828818349310044,29.24973132743922,29.7427252662925,78.42132132637607,68.1171786920572,57.37505279786924,75.15759721578337
2081,28.828638092767527,29.24955567570403,29.74255078502285,78.43370230009572,68.12501484085882,57.37614453986056,75.16161257726613
2082,28.82849050898387,29.249411862074272,29.742407929703468,78.44384725393836,68.13143577104591,57.37703865115441,75.16490106491175
2083,28.82836967612082,29.249294115990065,29.742290968226936,78.45215878931262,68.1366962965456,57.37777086765648,75.16759411323575
2084,28.828270745547307,29.249197712682584,29.742195207308672,78.45896742238973,68.14100560719729,57.37837047658271,75.16979943885882
2085,28.828189747379128,29.24911878368173,29.742116804255833,78.46454435745608,68.14453535324375,57.378861475819335,75.17160530456546
2086,28.828123431241806,29.249054161646907,29.742052612833564,78.4691120410413,68.14742632523594,57.379263526281335,75.17308402202106
2087,28.8280691358818,29.249001253308208,29.742000057052763,78.47285286764054,68.14979396404456,57.3795927337555,75.17429482734133
2088,28.828024682400482,29.248957935429047,29.741957027824732,78.47591635088497,68.15173289963228,57.379862290439746,75.17528624063893
2089,28.827988286833865,29.248922469618332,29.741921798342503,78.47842502406242,68.15332068559785,57.38008300114552,75.17609800136017
2090,28.827958488574172,29.248893432580655,29.74189295479479,78.48047929070356,68.15462086920563,57.380263714754285,75.1767626551613
2091,28.827934091762213,29.24886965900607,29.741869339636793,78.48216140910756,68.15568551326467,57.38041167789495,75.17730685470734
2092,28.82791411730136,29.248850194810025,29.741850005141586,78.48353876345261,68.15655726647645,57.380532824797186,75.17775242573819
2093,28.82789776356915,29.24883425884781,29.741834175369494,78.48466654790387,68.15727106225485,57.380632014795246,75.17811724059452
2094,28.827884374247425,29.248821211567627,29.741821215030686,78.48558996815827,68.15785551212791,57.38071322691164,75.17841593388202
2095,28.827873411985614,29.248810529346226,29.741810603990768,78.48634604660097,68.15833404825274,57.38077971925353,75.17866048872251
2096,28.82786443683683,29.248801783475177,29.741801916398547,78.48696510203233,68.15872585996203,57.380834159573865,75.17886071695142
2097,28.82785708860077,29.248794622956325,29.741794803594004,78.48747196237133,68.15904666130834,57.380878732205495,75.17902465241362
2098,28.827851072370308,29.248788760415582,29.741788980118724,78.48788695834082,68.15930931998449,57.380915225636905,75.17915887306287
2099,28.827846146695002,29.24878396057081,29.74178421225801,78.4882267375689,68.15952437258493,57.380945104231195,75.17926876473851
2100,28.82784211389156,29.248780030788687,29.741780308662282,78.48850493148404,68.15970044669362,57.38096956695616,75.17935873717202
